"Date","Price","Open","High","Low","Vol.","Change %"
"03/05/2019","375.64","374.90","376.12","373.72","205.41M","0.15%"
"03/04/2019","375.09","375.04","376.32","375.04","171.80M","0.23%"
"03/01/2019","374.24","373.48","375.67","373.48","201.37M","0.39%"
"02/28/2019","372.80","371.19","373.19","370.47","261.02M","0.06%"
"02/27/2019","372.58","372.96","373.06","371.25","224.17M","-0.28%"
"02/26/2019","373.64","372.04","374.11","370.28","199.94M","0.39%"
"02/25/2019","372.18","371.90","373.18","371.56","182.65M","0.26%"
"02/22/2019","371.23","370.27","371.90","369.87","185.49M","0.22%"
"02/21/2019","370.41","371.12","371.72","369.48","214.40M","-0.28%"
"02/20/2019","371.46","369.38","371.70","369.26","211.27M","0.67%"
"02/19/2019","368.97","369.40","370.02","367.36","174.29M","-0.22%"
"02/18/2019","369.78","368.90","370.14","368.66","148.50M","0.23%"
"02/15/2019","368.94","363.83","369.27","363.24","245.67M","1.41%"
"02/14/2019","363.80","365.42","367.06","363.48","185.94M","-0.32%"
"02/13/2019","364.97","363.24","365.82","363.24","178.79M","0.60%"
"02/12/2019","362.78","362.07","363.68","362.07","167.31M","0.46%"
"02/11/2019","361.12","358.87","361.83","358.87","169.84M","0.85%"
"02/08/2019","358.07","359.75","360.77","357.37","188.12M","-0.56%"
"02/07/2019","360.08","364.73","365.25","360.08","221.76M","-1.49%"
"02/06/2019","365.52","364.86","365.91","364.14","188.34M","0.15%"
"02/05/2019","364.99","359.94","364.99","359.94","208.45M","1.41%"
"02/04/2019","359.92","359.80","360.20","358.28","187.58M","0.06%"
"02/01/2019","359.71","359.02","360.03","357.31","219.85M","0.29%"
"01/31/2019","358.67","358.68","360.51","356.25","297.61M","0.04%"
"01/30/2019","358.51","356.72","359.03","356.64","188.88M","0.36%"
"01/29/2019","357.23","354.45","358.70","354.19","183.22M","0.80%"
"01/28/2019","354.38","357.01","357.26","354.03","178.00M","-0.97%"
"01/25/2019","357.84","357.28","358.76","357.28","202.90M","0.61%"
"01/24/2019","355.67","355.06","356.64","353.83","197.79M","0.22%"
"01/23/2019","354.89","354.49","356.86","352.97","192.07M","-0.06%"
"01/22/2019","355.09","355.49","356.51","353.74","195.75M","-0.36%"
"01/21/2019","356.36","356.39","356.43","355.58","138.95M","-0.19%"
"01/18/2019","357.05","351.98","357.29","351.98","260.62M","1.80%"
"01/17/2019","350.73","349.71","351.07","348.29","167.56M","0.04%"
"01/16/2019","350.59","349.92","350.93","348.82","206.30M","0.54%"
"01/15/2019","348.71","348.26","350.60","347.11","189.28M","0.35%"
"01/14/2019","347.51","348.27","348.27","345.86","168.22M","-0.48%"
"01/11/2019","349.20","349.03","350.18","347.74","179.86M","0.09%"
"01/10/2019","348.88","347.07","348.92","344.84","173.53M","0.34%"
"01/09/2019","347.70","346.87","349.81","346.79","214.41M","0.53%"
"01/08/2019","345.85","342.99","348.06","342.99","191.38M","0.87%"
"01/07/2019","342.88","344.03","344.75","341.38","180.41M","-0.15%"
"01/04/2019","343.38","335.47","343.90","335.47","193.70M","2.83%"
"01/03/2019","333.92","335.64","336.78","333.51","184.99M","-0.98%"
"01/02/2019","337.21","335.86","337.83","331.80","163.35M","-0.13%"
"12/31/2018","337.65","336.73","337.92","336.53","88.97M","0.42%"
"12/28/2018","336.23","330.57","336.92","330.57","156.94M","2.02%"
"12/27/2018","329.58","336.23","337.05","327.34","197.15M","-1.69%"
"12/24/2018","335.24","336.24","336.24","334.57","178.19M","-0.42%"
"12/21/2018","336.67","336.15","337.05","333.15","409.62M","0.03%"
"12/20/2018","336.58","339.45","339.45","335.41","256.99M","-1.45%"
"12/19/2018","341.52","340.42","342.49","340.42","219.25M","0.31%"
"12/18/2018","340.46","342.66","343.08","340.46","232.13M","-0.82%"
"12/17/2018","343.26","346.74","346.74","342.46","196.13M","-1.14%"
"12/14/2018","347.21","348.20","348.26","344.55","187.51M","-0.63%"
"12/13/2018","349.42","350.13","351.31","348.72","214.98M","-0.17%"
"12/12/2018","350.00","344.45","350.85","344.45","255.60M","1.69%"
"12/11/2018","344.18","340.66","346.82","340.66","219.42M","1.53%"
"12/10/2018","338.99","344.15","344.15","338.79","216.52M","-1.87%"
"12/07/2018","345.45","344.29","349.20","344.29","212.73M","0.62%"
"12/06/2018","343.31","352.59","352.59","342.53","274.86M","-3.09%"
"12/05/2018","354.27","357.39","357.39","354.00","187.67M","-1.16%"
"12/04/2018","358.43","360.72","360.98","358.36","202.79M","-0.76%"
"12/03/2018","361.18","359.56","364.89","359.56","226.58M","1.03%"
"11/30/2018","357.49","358.21","358.39","356.01","288.30M","-0.17%"
"11/29/2018","358.10","358.10","360.06","357.08","199.67M","0.20%"
"11/28/2018","357.39","358.01","359.20","357.10","208.56M","0.00%"
"11/27/2018","357.40","358.12","358.85","355.62","212.34M","-0.26%"
"11/26/2018","358.33","355.02","358.80","355.02","223.04M","1.23%"
"11/23/2018","353.98","352.46","354.20","351.36","163.02M","0.40%"
"11/22/2018","352.57","354.57","354.57","351.67","177.56M","-0.70%"
"11/21/2018","355.07","351.86","355.27","351.85","219.95M","1.14%"
"11/20/2018","351.06","354.30","354.30","349.29","239.16M","-1.14%"
"11/19/2018","355.11","358.24","360.27","355.01","196.78M","-0.73%"
"11/16/2018","357.71","358.90","361.40","355.63","242.90M","-0.20%"
"11/15/2018","358.43","362.30","364.01","356.00","259.89M","-1.06%"
"11/14/2018","362.27","363.38","365.45","359.92","225.55M","-0.60%"
"11/13/2018","364.44","362.73","365.26","361.72","234.17M","0.67%"
"11/12/2018","362.03","366.38","367.80","362.02","193.77M","-1.01%"
"11/09/2018","365.74","366.38","366.38","363.85","211.01M","-0.37%"
"11/08/2018","367.08","367.34","369.12","366.56","198.49M","0.19%"
"11/07/2018","366.39","363.30","367.12","363.30","201.13M","1.06%"
"11/06/2018","362.55","364.02","364.44","361.43","176.10M","-0.26%"
"11/05/2018","363.50","364.26","365.23","363.29","157.05M","-0.16%"
"11/02/2018","364.08","364.98","367.63","363.85","212.62M","0.28%"
"11/01/2018","363.08","361.73","364.70","361.11","240.11M","0.41%"
"10/31/2018","361.61","357.29","362.74","357.29","272.46M","1.71%"
"10/30/2018","355.53","355.77","356.89","352.78","212.39M","0.01%"
"10/29/2018","355.51","352.65","358.60","352.65","212.56M","0.90%"
"10/26/2018","352.34","354.55","354.55","348.44","245.52M","-0.77%"
"10/25/2018","355.07","351.94","355.11","349.58","254.83M","0.51%"
"10/24/2018","353.27","354.47","358.53","353.19","224.76M","-0.22%"
"10/23/2018","354.06","358.44","358.44","353.25","259.00M","-1.58%"
"10/22/2018","359.74","361.78","363.83","359.41","207.40M","-0.42%"
"10/19/2018","361.24","361.70","362.75","359.00","274.50M","-0.12%"
"10/18/2018","361.67","363.48","365.61","361.57","222.73M","-0.51%"
"10/17/2018","363.54","365.54","367.37","362.16","196.32M","-0.40%"
"10/16/2018","364.99","359.74","365.06","359.30","214.30M","1.58%"
"10/15/2018","359.31","358.72","359.67","356.34","179.79M","0.10%"
"10/12/2018","358.95","360.81","363.07","358.95","232.52M","-0.19%"
"10/11/2018","359.65","364.40","364.40","359.17","311.99M","-1.98%"
"10/10/2018","366.93","373.36","373.36","366.93","266.29M","-1.61%"
"10/09/2018","372.93","372.58","373.42","369.24","227.36M","0.19%"
"10/08/2018","372.21","376.09","376.09","371.97","196.73M","-1.12%"
"10/05/2018","376.41","379.83","379.83","376.28","202.94M","-0.86%"
"10/04/2018","379.68","383.61","383.61","379.15","225.35M","-1.08%"
"10/03/2018","383.84","382.16","384.76","382.16","210.14M","0.50%"
"10/02/2018","381.94","383.29","383.29","380.70","233.31M","-0.52%"
"10/01/2018","383.94","383.18","384.83","382.74","217.34M","0.20%"
"09/28/2018","383.18","385.97","385.97","381.82","282.73M","-0.83%"
"09/27/2018","386.38","384.71","386.62","382.71","191.14M","0.35%"
"09/26/2018","385.04","384.33","385.07","383.32","183.18M","0.30%"
"09/25/2018","383.89","382.23","384.33","382.23","196.79M","0.46%"
"09/24/2018","382.14","383.93","384.07","381.79","175.43M","-0.56%"
"09/21/2018","384.29","382.73","385.20","382.73","436.63M","0.43%"
"09/20/2018","382.63","379.90","382.86","379.84","243.99M","0.70%"
"09/19/2018","379.98","378.96","380.52","378.56","218.82M","0.33%"
"09/18/2018","378.73","378.18","379.53","377.05","195.07M","0.11%"
"09/17/2018","378.31","377.90","378.69","376.93","175.45M","0.12%"
"09/14/2018","377.85","377.01","378.24","376.74","156.34M","0.35%"
"09/13/2018","376.52","377.15","378.61","376.39","179.48M","-0.15%"
"09/12/2018","377.08","375.67","377.44","375.55","192.50M","0.47%"
"09/11/2018","375.31","375.56","375.99","373.49","175.76M","-0.05%"
"09/10/2018","375.51","374.04","376.46","373.66","198.44M","0.47%"
"09/07/2018","373.77","373.59","374.09","371.89","225.02M","0.08%"
"09/06/2018","373.47","375.19","376.36","373.45","199.84M","-0.59%"
"09/05/2018","375.68","379.07","379.07","375.45","248.56M","-1.09%"
"09/04/2018","379.83","383.18","384.02","378.59","221.98M","-0.70%"
"09/03/2018","382.51","381.92","382.76","381.60","126.94M","0.07%"
"08/31/2018","382.26","385.06","385.06","382.02","227.46M","-0.80%"
"08/30/2018","385.36","386.52","386.52","383.90","177.51M","-0.32%"
"08/29/2018","386.58","385.89","386.75","384.66","169.04M","0.29%"
"08/28/2018","385.46","386.00","386.80","385.40","161.59M","-0.03%"
"08/27/2018","385.57","384.07","385.83","384.07","58.89M","0.52%"
"08/24/2018","383.56","383.37","384.80","382.96","134.08M","0.05%"
"08/23/2018","383.38","384.16","385.31","383.32","147.33M","-0.17%"
"08/22/2018","384.02","383.66","385.00","383.27","160.33M","-0.03%"
"08/21/2018","384.15","382.71","385.27","382.36","149.22M","0.24%"
"08/20/2018","383.23","381.33","384.05","381.33","141.32M","0.57%"
"08/17/2018","381.06","381.44","382.09","379.09","172.11M","-0.10%"
"08/16/2018","381.43","380.30","381.75","379.85","194.05M","0.46%"
"08/15/2018","379.70","385.18","385.87","378.73","212.46M","-1.36%"
"08/14/2018","384.92","385.51","387.22","384.01","184.24M","0.00%"
"08/13/2018","384.91","385.62","385.72","383.65","168.91M","-0.25%"
"08/10/2018","385.86","389.91","389.91","384.97","206.28M","-1.07%"
"08/09/2018","390.05","389.01","390.10","388.07","149.76M","0.09%"
"08/08/2018","389.69","389.73","390.66","388.88","161.80M","-0.20%"
"08/07/2018","390.49","388.85","391.47","388.85","170.20M","0.47%"
"08/06/2018","388.66","389.44","390.31","387.59","181.17M","-0.13%"
"08/03/2018","389.16","387.33","389.63","387.09","179.25M","0.65%"
"08/02/2018","386.64","389.46","389.46","385.93","254.09M","-0.82%"
"08/01/2018","389.84","391.81","392.26","389.59","233.92M","-0.45%"
"07/31/2018","391.61","390.76","392.69","390.37","235.59M","0.18%"
"07/30/2018","390.92","391.17","391.72","390.39","170.86M","-0.30%"
"07/27/2018","392.08","390.34","392.20","390.34","210.31M","0.40%"
"07/26/2018","390.53","387.65","390.63","387.65","192.17M","0.87%"
"07/25/2018","387.17","388.42","388.69","386.60","192.54M","-0.26%"
"07/24/2018","388.18","385.70","389.31","385.70","209.39M","0.86%"
"07/23/2018","384.88","385.55","385.69","383.59","155.77M","-0.19%"
"07/20/2018","385.62","385.63","386.84","382.91","207.53M","-0.15%"
"07/19/2018","386.18","387.03","387.52","385.64","188.28M","-0.23%"
"07/18/2018","387.06","385.60","387.56","385.60","183.62M","0.54%"
"07/17/2018","384.98","384.03","385.46","382.74","190.16M","0.24%"
"07/16/2018","384.05","385.21","385.98","383.32","155.52M","-0.25%"
"07/13/2018","385.03","384.92","386.53","384.67","164.82M","0.17%"
"07/12/2018","384.37","382.08","384.47","381.29","187.23M","0.78%"
"07/11/2018","381.40","384.56","384.56","381.08","196.72M","-1.26%"
"07/10/2018","386.25","385.17","386.87","384.66","185.27M","0.43%"
"07/09/2018","384.59","383.45","385.15","383.45","169.28M","0.58%"
"07/06/2018","382.36","382.12","382.91","380.31","181.71M","0.20%"
"07/05/2018","381.59","379.71","383.41","379.71","191.10M","0.41%"
"07/04/2018","380.05","379.56","380.60","379.00","148.72M","0.06%"
"07/03/2018","379.81","377.34","380.98","377.21","229.78M","0.81%"
"07/02/2018","376.75","378.59","378.59","375.22","200.64M","-0.84%"
"06/29/2018","379.93","378.33","381.69","378.33","246.22M","0.81%"
"06/28/2018","376.87","379.02","380.24","375.11","214.77M","-0.82%"
"06/27/2018","379.97","377.36","381.77","374.38","319.22M","0.72%"
"06/26/2018","377.25","377.82","378.78","376.82","229.62M","0.05%"
"06/25/2018","377.05","383.80","383.80","377.05","182.51M","-2.07%"
"06/22/2018","385.01","381.03","385.01","381.03","194.40M","1.09%"
"06/21/2018","380.85","384.72","386.12","380.15","212.30M","-0.90%"
"06/20/2018","384.29","383.96","386.55","383.96","220.00M","0.28%"
"06/19/2018","383.21","384.71","384.71","380.83","235.51M","-0.70%"
"06/18/2018","385.91","388.75","388.87","384.59","190.92M","-0.83%"
"06/15/2018","389.13","393.07","393.96","389.13","434.53M","-0.99%"
"06/14/2018","393.04","386.99","393.89","385.52","277.19M","1.23%"
"06/13/2018","388.25","388.00","389.13","387.08","222.02M","0.19%"
"06/12/2018","387.53","388.70","389.64","387.33","215.22M","-0.11%"
"06/11/2018","387.94","385.30","388.24","385.30","227.86M","0.73%"
"06/08/2018","385.12","385.60","386.00","382.78","211.62M","-0.21%"
"06/07/2018","385.94","387.13","389.06","385.33","249.24M","-0.24%"
"06/06/2018","386.88","386.95","387.93","384.60","247.92M","0.00%"
"06/05/2018","386.89","387.86","390.02","386.89","244.52M","-0.31%"
"06/04/2018","388.11","387.95","389.47","387.66","210.79M","0.31%"
"06/01/2018","386.91","383.35","388.11","383.35","263.66M","1.01%"
"05/31/2018","383.06","385.41","386.70","382.14","442.08M","-0.63%"
"05/30/2018","385.49","383.98","385.49","383.21","296.91M","0.27%"
"05/29/2018","384.47","388.82","388.82","382.84","384.52M","-1.37%"
"05/28/2018","389.82","390.49","392.24","389.19","126.64M","-0.32%"
"05/25/2018","391.08","391.20","392.91","389.72","266.44M","0.14%"
"05/24/2018","390.54","392.66","394.11","389.51","235.07M","-0.52%"
"05/23/2018","392.58","396.44","396.44","391.42","240.13M","-1.10%"
"05/22/2018","396.94","396.02","397.86","395.66","228.13M","0.27%"
"05/21/2018","395.87","394.83","396.41","394.83","189.22M","0.30%"
"05/18/2018","394.67","395.37","396.04","393.79","280.10M","-0.28%"
"05/17/2018","395.79","393.06","395.79","392.93","232.42M","0.66%"
"05/16/2018","393.21","392.76","393.61","391.82","267.73M","0.21%"
"05/15/2018","392.37","391.80","393.39","391.14","246.21M","0.05%"
"05/14/2018","392.19","392.25","392.49","390.78","190.44M","-0.05%"
"05/11/2018","392.40","391.96","392.56","391.54","201.49M","0.11%"
"05/10/2018","391.97","391.93","392.77","390.55","221.67M","-0.12%"
"05/09/2018","392.44","390.29","392.44","390.29","227.88M","0.63%"
"05/08/2018","390.00","389.39","390.00","388.13","254.09M","0.13%"
"05/07/2018","389.51","387.02","389.53","387.02","93.24M","0.64%"
"05/04/2018","387.03","385.01","387.03","384.91","242.47M","0.63%"
"05/03/2018","384.62","386.97","387.06","384.06","216.15M","-0.73%"
"05/02/2018","387.44","385.06","387.85","385.06","240.86M","0.63%"
"05/01/2018","385.03","385.42","385.81","384.88","170.16M","-0.08%"
"04/30/2018","385.32","383.92","385.60","383.77","219.29M","0.18%"
"04/27/2018","384.64","384.09","384.84","383.19","197.95M","0.23%"
"04/26/2018","383.75","380.15","383.80","379.46","224.78M","0.94%"
"04/25/2018","380.17","382.21","382.21","378.17","241.48M","-0.77%"
"04/24/2018","383.11","383.23","384.34","381.52","235.88M","-0.02%"
"04/23/2018","383.18","381.87","383.31","380.58","224.69M","0.35%"
"04/20/2018","381.84","380.89","382.55","380.51","231.74M","-0.03%"
"04/19/2018","381.95","381.78","382.41","381.16","207.20M","0.02%"
"04/18/2018","381.86","380.45","382.01","380.30","216.97M","0.29%"
"04/17/2018","380.77","377.98","381.50","377.95","213.09M","0.80%"
"04/16/2018","377.74","379.18","379.56","377.05","187.92M","-0.39%"
"04/13/2018","379.20","379.21","380.83","378.38","193.26M","0.10%"
"04/12/2018","378.82","376.19","379.05","375.45","201.70M","0.70%"
"04/11/2018","376.18","377.83","377.95","375.31","233.39M","-0.59%"
"04/10/2018","378.42","376.52","378.48","376.52","230.76M","0.83%"
"04/09/2018","375.30","375.43","377.11","373.88","204.14M","0.13%"
"04/06/2018","374.82","374.90","376.21","373.89","209.67M","-0.35%"
"04/05/2018","376.13","369.46","376.19","369.46","226.85M","2.40%"
"04/04/2018","367.33","369.31","369.73","364.36","214.66M","-0.47%"
"04/03/2018","369.07","369.71","370.66","366.93","207.71M","-0.49%"
"03/29/2018","370.87","369.49","372.63","369.29","218.54M","0.44%"
"03/28/2018","369.26","366.58","369.26","362.74","224.61M","0.46%"
"03/27/2018","367.57","364.76","368.94","364.76","195.80M","1.21%"
"03/26/2018","363.18","366.07","368.10","362.04","202.48M","-0.72%"
"03/23/2018","365.82","367.87","367.92","363.05","270.03M","-0.90%"
"03/22/2018","369.15","373.94","374.09","367.12","253.42M","-1.55%"
"03/21/2018","374.96","375.66","375.98","373.69","205.41M","-0.16%"
"03/20/2018","375.57","374.10","375.98","373.09","193.08M","0.51%"
"03/19/2018","373.68","377.36","377.36","373.13","209.31M","-1.07%"
"03/16/2018","377.71","376.67","379.10","376.56","410.02M","0.22%"
"03/15/2018","376.88","375.33","377.54","374.56","228.07M","0.52%"
"03/14/2018","374.94","375.31","377.71","374.37","209.54M","-0.15%"
"03/13/2018","375.49","379.17","380.09","374.66","220.80M","-0.98%"
"03/12/2018","379.20","379.10","380.11","378.11","183.29M","0.25%"
"03/09/2018","378.24","376.47","378.89","376.11","207.63M","0.43%"
"03/08/2018","376.62","372.57","377.06","372.42","232.92M","1.05%"
"03/07/2018","372.71","370.72","373.36","369.18","234.66M","0.36%"
"03/06/2018","371.37","371.61","374.13","371.36","238.18M","0.13%"
"03/05/2018","370.87","366.80","371.17","366.24","245.79M","1.04%"
"03/02/2018","367.04","373.27","373.27","366.57","295.36M","-2.09%"
"03/01/2018","374.86","378.65","378.71","374.24","229.87M","-1.26%"
"02/28/2018","379.63","381.97","382.24","379.63","236.34M","-0.71%"
"02/27/2018","382.36","382.36","382.36","382.36","197.28M","-0.18%"
"02/26/2018","383.06","382.23","384.13","382.14","169.91M","0.50%"
"02/23/2018","381.16","381.02","381.46","379.33","199.36M","0.22%"
"02/22/2018","380.34","379.87","380.86","376.92","228.66M","-0.20%"
"02/21/2018","381.10","380.12","381.31","377.57","219.67M","0.16%"
"02/20/2018","380.51","378.23","380.51","377.55","187.02M","0.60%"
"02/19/2018","378.24","381.01","381.48","377.80","133.48M","-0.63%"
"02/16/2018","380.62","377.48","381.18","377.48","197.04M","1.09%"
"02/15/2018","376.51","375.13","378.32","375.13","224.93M","0.53%"
"02/14/2018","374.53","371.39","375.18","369.45","261.17M","1.07%"
"02/13/2018","370.58","373.10","374.00","370.58","198.92M","-0.63%"
"02/12/2018","372.93","370.01","375.12","370.01","215.63M","1.17%"
"02/09/2018","368.61","372.89","373.90","367.50","294.38M","-1.45%"
"02/08/2018","374.03","380.43","380.43","373.21","290.49M","-1.60%"
"02/07/2018","380.13","374.48","381.38","374.21","305.70M","1.97%"
"02/06/2018","372.79","375.74","377.58","369.77","396.95M","-2.41%"
"02/05/2018","382.00","386.86","386.86","381.64","251.42M","-1.56%"
"02/02/2018","388.07","392.90","392.90","388.00","245.69M","-1.38%"
"02/01/2018","393.49","396.43","398.50","392.71","250.79M","-0.50%"
"01/31/2018","395.46","396.46","397.46","395.02","245.20M","-0.17%"
"01/30/2018","396.12","398.43","398.82","395.57","233.46M","-0.92%"
"01/29/2018","399.80","400.44","400.91","399.51","178.34M","-0.19%"
"01/26/2018","400.57","398.60","401.06","398.58","189.27M","0.50%"
"01/25/2018","398.56","400.52","401.87","397.57","216.46M","-0.56%"
"01/24/2018","400.79","402.73","403.23","400.79","199.66M","-0.50%"
"01/23/2018","402.81","402.78","403.72","401.97","205.86M","0.17%"
"01/22/2018","402.11","401.00","402.16","400.56","206.73M","0.31%"
"01/19/2018","400.88","398.91","401.15","398.78","219.88M","0.54%"
"01/18/2018","398.73","398.50","399.49","397.46","208.66M","0.19%"
"01/17/2018","397.97","397.52","398.76","396.94","217.48M","-0.10%"
"01/16/2018","398.35","398.15","399.87","397.59","205.27M","0.13%"
"01/15/2018","397.83","398.45","398.55","397.45","152.41M","-0.17%"
"01/12/2018","398.49","397.42","398.87","396.95","250.44M","0.31%"
"01/11/2018","397.25","398.86","399.12","396.56","248.80M","-0.34%"
"01/10/2018","398.60","399.76","399.88","397.47","246.74M","-0.38%"
"01/09/2018","400.11","398.49","400.31","398.49","196.02M","0.43%"
"01/08/2018","398.41","397.92","398.96","397.72","181.33M","0.27%"
"01/05/2018","397.35","393.98","397.35","393.98","184.70M","0.93%"
"01/04/2018","393.68","391.11","394.26","391.11","218.30M","0.89%"
"01/03/2018","390.22","388.74","391.10","388.74","178.57M","0.48%"
"01/02/2018","388.35","389.15","389.28","386.78","167.61M","-0.21%"
"12/29/2017","389.18","389.71","390.05","388.78","104.71M","-0.09%"
"12/28/2017","389.54","390.68","390.82","389.09","105.55M","-0.26%"
"12/27/2017","390.54","389.82","391.16","389.50","126.78M","0.07%"
"12/22/2017","390.28","390.61","390.88","389.60","105.85M","-0.10%"
"12/21/2017","390.69","387.96","390.84","386.81","180.00M","0.60%"
"12/20/2017","388.37","391.03","391.17","387.78","185.41M","-0.68%"
"12/19/2017","391.02","392.69","393.40","390.80","192.81M","-0.42%"
"12/18/2017","392.66","389.01","393.01","389.01","192.73M","1.15%"
"12/15/2017","388.19","388.54","388.67","387.07","352.73M","-0.19%"
"12/14/2017","388.91","390.28","390.36","388.90","250.46M","-0.46%"
"12/13/2017","390.70","391.56","391.56","390.70","268.94M","-0.24%"
"12/12/2017","391.63","389.35","391.63","388.45","253.53M","0.66%"
"12/11/2017","389.05","389.38","390.12","388.77","223.10M","-0.05%"
"12/08/2017","389.25","387.77","390.17","387.77","262.01M","0.73%"
"12/07/2017","386.41","386.16","387.75","385.63","237.69M","0.02%"
"12/06/2017","386.32","385.88","386.96","383.00","223.05M","-0.11%"
"12/05/2017","386.74","386.61","387.72","385.23","209.01M","-0.19%"
"12/04/2017","387.47","384.89","388.99","384.89","198.44M","0.91%"
"12/01/2017","383.97","386.72","387.45","383.21","227.55M","-0.70%"
"11/30/2017","386.69","388.16","390.44","386.69","374.13M","-0.33%"
"11/29/2017","387.96","388.89","390.70","387.92","251.43M","0.24%"
"11/28/2017","387.02","385.06","387.30","384.74","199.60M","0.56%"
"11/27/2017","384.87","386.14","387.76","384.87","168.60M","-0.46%"
"11/24/2017","386.63","387.17","388.65","386.52","154.58M","-0.13%"
"11/23/2017","387.12","386.32","387.68","384.65","163.80M","0.02%"
"11/22/2017","387.06","388.20","389.68","387.06","201.80M","-0.27%"
"11/21/2017","388.10","386.04","388.95","385.13","201.93M","0.44%"
"11/20/2017","386.39","384.32","386.76","383.26","182.29M","0.67%"
"11/17/2017","383.80","385.09","385.35","382.68","209.59M","-0.29%"
"11/16/2017","384.93","382.79","385.30","382.79","221.40M","0.78%"
"11/15/2017","381.96","383.44","383.44","379.94","251.14M","-0.49%"
"11/14/2017","383.86","385.79","387.08","383.06","268.37M","-0.59%"
"11/13/2017","386.13","388.15","388.81","384.05","208.06M","-0.66%"
"11/10/2017","388.69","390.34","390.99","388.36","217.45M","-0.35%"
"11/09/2017","390.07","394.58","394.74","389.64","245.02M","-1.11%"
"11/08/2017","394.45","394.68","395.17","393.01","221.48M","-0.05%"
"11/07/2017","394.65","397.04","397.80","394.31","200.65M","-0.49%"
"11/06/2017","396.59","395.90","396.92","395.40","170.84M","0.13%"
"11/03/2017","396.06","395.36","396.18","394.88","184.35M","0.28%"
"11/02/2017","394.94","396.40","397.04","393.63","238.79M","-0.46%"
"11/01/2017","396.77","395.91","398.05","395.91","251.69M","0.39%"
"10/31/2017","395.22","394.02","395.53","393.95","188.22M","0.33%"
"10/30/2017","393.91","393.24","394.49","392.82","198.99M","0.12%"
"10/27/2017","393.43","392.25","393.76","392.22","247.95M","0.55%"
"10/26/2017","391.27","387.02","391.45","386.44","278.29M","1.07%"
"10/25/2017","387.13","388.98","390.52","386.74","214.67M","-0.57%"
"10/24/2017","389.33","390.44","391.31","389.14","198.43M","-0.36%"
"10/23/2017","390.74","390.65","391.59","389.80","153.27M","0.16%"
"10/20/2017","390.13","389.39","390.51","389.32","208.78M","0.26%"
"10/19/2017","389.11","391.17","391.17","387.81","218.26M","-0.63%"
"10/18/2017","391.56","390.65","392.28","390.49","168.23M","0.29%"
"10/17/2017","390.44","391.71","391.90","390.44","214.73M","-0.25%"
"10/16/2017","391.41","392.09","392.42","391.30","185.51M","0.00%"
"10/13/2017","391.42","391.38","392.06","390.64","187.26M","0.29%"
"10/12/2017","390.28","390.37","390.57","389.32","183.03M","0.03%"
"10/11/2017","390.15","389.98","390.57","389.30","268.07M","0.00%"
"10/10/2017","390.16","389.81","390.61","389.37","198.44M","-0.01%"
"10/09/2017","390.21","389.98","391.06","389.71","171.92M","0.19%"
"10/06/2017","389.47","390.76","390.97","388.87","193.37M","-0.40%"
"10/05/2017","391.03","389.83","391.03","389.27","222.08M","0.16%"
"10/04/2017","390.40","390.95","391.09","389.30","254.28M","-0.08%"
"10/03/2017","390.72","390.32","390.72","389.86","163.66M","0.15%"
"10/02/2017","390.13","388.43","390.13","388.43","215.01M","0.51%"
"09/29/2017","388.16","386.25","388.16","385.92","208.55M","0.47%"
"09/28/2017","386.36","385.66","386.36","384.96","196.12M","0.19%"
"09/27/2017","385.62","384.13","386.31","384.13","221.99M","0.41%"
"09/26/2017","384.03","384.08","384.62","383.47","173.26M","0.03%"
"09/25/2017","383.90","383.64","384.53","383.44","165.82M","0.18%"
"09/22/2017","383.22","382.26","383.68","382.07","170.06M","0.09%"
"09/21/2017","382.88","382.62","383.59","382.23","203.63M","0.24%"
"09/20/2017","381.98","381.74","382.58","381.30","187.97M","-0.04%"
"09/19/2017","382.12","381.26","382.16","380.97","182.53M","0.04%"
"09/18/2017","381.95","381.93","383.08","381.56","187.76M","0.33%"
"09/15/2017","380.71","381.98","381.98","380.02","355.87M","-0.28%"
"09/14/2017","381.79","381.24","382.20","380.56","254.01M","0.12%"
"09/13/2017","381.34","381.00","382.16","379.93","215.03M","-0.02%"
"09/12/2017","381.42","379.80","381.98","379.80","197.49M","0.52%"
"09/11/2017","379.43","376.39","379.43","376.39","175.05M","1.04%"
"09/08/2017","375.51","374.33","375.64","373.42","170.70M","0.15%"
"09/07/2017","374.95","374.13","375.91","373.40","188.06M","0.27%"
"09/06/2017","373.95","372.96","374.63","371.62","196.61M","0.06%"
"09/05/2017","373.71","374.19","375.89","373.41","159.64M","-0.12%"
"09/04/2017","374.17","375.03","375.03","373.74","113.80M","-0.52%"
"09/01/2017","376.14","374.56","376.85","374.56","160.84M","0.60%"
"08/31/2017","373.88","371.73","374.79","371.73","217.12M","0.77%"
"08/30/2017","371.01","369.89","371.62","369.88","159.32M","0.70%"
"08/29/2017","368.42","371.23","371.23","365.99","205.18M","-1.04%"
"08/28/2017","372.29","373.21","373.63","371.85","118.69M","-0.48%"
"08/25/2017","374.07","374.93","376.19","374.07","137.48M","-0.12%"
"08/24/2017","374.51","374.48","376.13","374.46","183.57M","0.16%"
"08/23/2017","373.92","375.70","376.32","373.21","158.44M","-0.50%"
"08/22/2017","375.80","373.41","375.97","373.41","164.30M","0.83%"
"08/21/2017","372.72","373.45","374.51","371.73","145.02M","-0.40%"
